Date,Open,High,Low,Close/Last,Close/Last,Volume
7/8/2019,297.01,298.2579,296.22,296.82,296.82,45841770
7/5/2019,297.44,298.64,296.01,298.46,298.46,51677330
7/3/2019,297.18,298.82,297.02,298.8,298.8,40898900
7/2/2019,295.61,296.49,294.68,296.43,296.43,61504540
7/1/2019,296.68,296.92,294.33,295.66,295.66,79107470
6/28/2019,292.58,293.55,292.01,293,293,59350930
6/27/2019,291.31,292.06,290.89,291.5,291.5,40355240
6/26/2019,291.75,292.31,290.345,290.47,290.47,51584900
6/25/2019,293.7,293.73,290.64,290.76,290.76,82028660
6/24/2019,294.23,294.58,293.47,293.64,293.64,47582730
6/21/2019,294.13,295.52,293.76,294,294,83309470
6/20/2019,296.04,296.3093,293.1255,295.86,295.86,116570000
6/19/2019,292.55,293.65,291.47,293.06,293.06,78674380
6/18/2019,291.39,293.57,290.99,292.4,292.4,85434820
6/17/2019,289.52,290.22,289.18,289.37,289.37,39205710
6/14/2019,289.26,289.93,288.41,289.26,289.26,52324720
6/13/2019,289.4,289.98,288.62,289.58,289.58,48945160
6/12/2019,288.64,289.26,287.815,288.39,288.39,47096310
6/11/2019,290.99,291.4,288.1805,288.9,288.9,58641330
6/10/2019,289.37,290.82,288.8734,288.97,288.97,60799050
6/7/2019,285.93,288.85,285.74,287.65,287.65,74272200
6/6/2019,283.29,285.55,282.57,284.8,284.8,69430380
6/5/2019,282.33,282.99,280.32,282.96,282.96,71169720
6/4/2019,277.12,280.68,276.62,280.53,280.53,77231890
6/3/2019,275.31,276.5521,273.09,274.57,274.57,96427950
5/31/2019,276.2,277.12,275.24,275.27,275.27,86862780
5/30/2019,279.11,280.04,277.805,279.03,279.03,62523780
5/29/2019,278.91,279.36,276.71,278.27,278.27,104972900
5/28/2019,283.09,284.15,280.13,280.15,280.15,70029360
5/24/2019,283.74,284.2,282.09,282.78,282.78,55268100
5/23/2019,283.16,283.21,280.57,282.14,282.14,98733850
5/22/2019,285.45,286.69,285.1,285.63,285.63,49482470
5/21/2019,285.83,286.93,285.55,286.51,286.51,46847090
5/20/2019,284.06,285.43,283.12,283.95,283.95,62877610
5/17/2019,285.14,288.6,285.1207,285.84,285.84,100353000
5/16/2019,285.84,289.21,285.76,287.7,287.7,76749640
5/15/2019,281.59,285.77,281.36,285.06,285.06,73956410
5/14/2019,281.99,285.1,281.85,283.4,283.4,77003230
5/13/2019,282.42,283.49,279.93,280.86,280.86,127290500
5/10/2019,285.62,288.94,282.3,288.1,288.1,112429300
5/9/2019,285.23,287.33,283.3,286.66,286.66,103471100
5/8/2019,287.53,289.43,286.87,287.53,287.53,91568290
5/7/2019,290.15,290.81,285.81,287.93,287.93,144729900
5/6/2019,289.25,293.31,288.9,292.82,292.82,107198100
5/3/2019,292.82,294.34,291.2998,294.03,294.03,56543650
5/2/2019,291.68,292.7,289.52,291.18,291.18,65030170
5/1/2019,294.72,294.95,291.8,291.81,291.81,71671870
4/30/2019,293.49,294.34,291.92,294.02,294.02,78594690
4/29/2019,293.51,294.45,293.41,293.87,293.87,57043380
4/26/2019,292.1,293.49,291.2401,293.41,293.41,50868100
4/25/2019,292.12,292.78,290.73,292.05,292.05,57578550
4/24/2019,292.79,293.16,292.07,292.23,292.23,49470960
4/23/2019,290.68,293.14,290.42,292.88,292.88,52136160
4/22/2019,289.17,290.435,289.07,290.27,290.27,39992680
4/18/2019,290.1,290.32,288.66,290.02,290.02,68662280
4/17/2019,291.4,291.425,288.99,289.45,289.45,58028490
4/16/2019,290.95,291.01,289.5,290.16,290.16,52066270
4/15/2019,290.24,290.35,289.075,289.97,289.97,49795630
4/12/2019,290,290.47,288.261,290.16,290.16,69638530
4/11/2019,288.83,288.84,287.578,288.21,288.21,54940520
4/10/2019,287.77,288.3899,287.31,288.29,288.29,52463390
4/9/2019,287.72,288.08,286.7,287.31,287.31,66072820
4/8/2019,288.1,288.91,287.37,288.79,288.79,53462150
